번호,주차장 이름,차량 수용대수(전체 중 장애인 차량 수용대수),주차 요금(1시간 기준),경도,위도
23711,二쇳?,50,0,127.2906985,36.54492132
23712,二쇳?,50,0,127.2906432,36.54444213
23713,二쇳?,50,0,127.2907989,36.54418793
23714,二쇳?,50,0,127.2909605,36.54450888
23715,二쇳?,50,0,127.2911567,36.54464074
23716,二쇳?,50,0,127.2909195,36.54485369
23717,二쇳?,50,0,127.290332,36.54574602
23718,二쇳?,50,0,127.2901664,36.54585518
23719,二쇳?,50,0,127.2902564,36.54582629
23720,二쇳?,50,0,127.2908009,36.54557625
23721,二쇳?,50,0,127.2906374,36.54564724
23722,二쇳?,50,0,127.2911077,36.54574493
23723,二쇳?,50,0,127.2911208,36.5460243
23724,二쇳?,50,0,127.2912171,36.54603129
23725,二쇳?,50,0,127.2913748,36.54585819
23726,二쇳?,50,0,127.2911149,36.54620257
23727,二쇳?,50,0,127.2917884,36.54599409
23728,二쇳?,50,0,127.2916818,36.54631153
23729,二쇳?,50,0,127.2304312,36.53548159
23730,우체국,50,0,127.2774059,36.54547479
23731,二쇳?,50,0,127.2771344,36.54519269
23732,1동,50,0,127.2769816,36.54497828
23733,二쇳?,50,0,127.2767602,36.54484713
23734,二쇳?,50,0,127.2768969,36.54520538
23735,二쇳?,50,0,127.276731,36.54574262
23736,二쇳?,50,0,127.2771851,36.5457414
23737,二쇳?,50,0,127.2767496,36.54517208
23738,二쇳?,50,0,127.2061565,36.69722646
23739,二쇳?,50,0,127.2766648,36.54542156
23740,二쇳?,50,0,127.2764031,36.54580155
23741,二쇳?,50,0,127.2765494,36.54554134
23742,二쇳?,50,0,127.2766969,36.54595872
23743,二쇳?,50,0,127.2762059,36.5452954
23744,二쇳?,50,0,127.2759416,36.54560563
23745,二쇳?,50,0,127.2759798,36.54549187
23746,二쇳?,50,0,127.275794,36.54542901
23747,二쇳?,50,0,127.2760753,36.5452506
23748,二쇳?,50,0,127.2758369,36.54531344
23749,二쇳?,50,0,127.2756607,36.54527832
23750,二쇳?,50,0,127.275914,36.54581475
23751,二쇳?,50,0,127.2753817,36.54557615
23752,二쇳?,50,0,127.2755126,36.54539932
23753,二쇳?,50,0,127.2755145,36.54519477
23754,二쇳?,50,0,127.275771,36.5457395
23755,二쇳?,50,0,127.2754938,36.54576063
23756,二쇳?,50,0,127.2533706,36.5469264
23757,二쇳?,50,0,127.2536107,36.54675288
23758,二쇳?,50,0,127.2493834,36.54837181
23759,二쇳?,50,0,127.2492016,36.5487948
23760,二쇳?,50,0,127.2491194,36.54904215
23761,二쇳?,50,0,127.2482177,36.55023824
23762,二쇳?,50,0,127.2483482,36.55037391
23763,二쇳?,50,0,127.2484945,36.55071296
23764,수산리마을회관,50,0,127.2281764,36.54277645
23765,二쇳?,50,0,127.2275926,36.54414683
23766,二쇳?,50,0,127.2272681,36.54409441
23767,二쇳?,50,0,127.2290343,36.54445984
23768,二쇳?,50,0,127.2274793,36.54698925
23769,二쇳?,50,0,127.2271673,36.54714143
23770,二쇳?,50,0,127.2262831,36.54743349
23771,二쇳?,50,0,127.2262076,36.54729947
23772,二쇳?,50,0,127.2259055,36.54726981
23773,二쇳?,50,0,127.2246157,36.54667238
23774,二쇳?,50,0,127.2243446,36.5472206
23775,二쇳?,50,0,127.2242026,36.54648132
23776,二쇳?,50,0,127.2230101,36.54714098
23777,二쇳?,50,0,127.2230385,36.54680171
23778,二쇳?,50,0,127.2226297,36.54682268
23779,二쇳?,50,0,127.2221245,36.54727383
23780,二쇳?,50,0,127.2216744,36.54730686
23781,二쇳?,50,0,127.2222074,36.54749707
23782,二쇳?,50,0,127.2216072,36.54753335
23783,二쇳?,50,0,127.2274011,36.5473804
23784,二쇳?,50,0,127.2262913,36.54785634
23785,二쇳?,50,0,127.2257226,36.54781827
23786,二쇳?,50,0,127.2467036,36.51924434
23787,二쇳?,50,0,127.2529706,36.52121924
23788,二쇳?,50,0,127.2257397,36.54809754
23789,二쇳?,50,0,127.2252824,36.5480826
23790,二쇳?,50,0,127.2751504,36.54421473
23791,二쇳?,50,0,127.2749268,36.54425217
23792,二쇳?,50,0,127.2473035,36.52072384
23793,二쇳?,50,0,127.2745504,36.54422401
23794,二쇳?,50,0,127.2735325,36.54420092
23795,二쇳?,50,0,127.290048,36.60369473
23796,二쇳?,50,0,127.2735565,36.54510278
23797,二쇳?,50,0,127.2739292,36.54496175
23798,二쇳?,50,0,127.2736395,36.54536896
23799,二쇳?,50,0,127.2736993,36.54551354
23800,二쇳?,50,0,127.2733322,36.54546135
23801,二쇳?,50,0,127.2500406,36.52104958
23802,二쇳?,50,0,127.2735087,36.54564278
23803,二쇳?,50,0,127.273766,36.54533
23804,二쇳?,50,0,127.2742576,36.54515987
23805,二쇳?,50,0,127.2740191,36.5452701
23806,二쇳?,50,0,127.2738532,36.54546489
23807,二쇳?,50,0,127.2741885,36.54528235
23808,二쇳?,50,0,127.2535309,36.51992873
23809,二쇳?,50,0,127.2528642,36.5202598
23810,二쇳?,50,0,127.2741344,36.5452034
23811,二쇳?,50,0,127.2742836,36.54520445
23812,二쇳?,50,0,127.274125,36.54555308
23813,二쇳?,50,0,127.2745712,36.54562604
23814,二쇳?,50,0,127.2745884,36.54574877
23815,二쇳?,50,0,127.2742569,36.54581673
23816,二쇳?,50,0,127.2745329,36.54608669
23817,二쇳?,50,0,127.274698,36.54580283
23818,二쇳?,50,0,127.2809561,36.53851368
23819,二쇳?,50,0,127.2798828,36.53769264
23820,二쇳?,50,0,127.2770619,36.54366882
23821,二쇳?,50,0,127.277231,36.54378592
23822,二쇳?,50,0,127.2771315,36.54381895
23823,二쇳?,50,0,127.2776308,36.54405003
23824,二쇳?,50,0,127.2778378,36.54410707
23825,1동,50,0,127.2781719,36.54415388
23826,二쇳?,50,0,127.2782397,36.54398837
23827,二쇳?,50,0,127.2786617,36.54401142
23828,二쇳?,50,0,127.2787593,36.54376439
23829,二쇳?,50,0,127.2790758,36.54393635
23830,二쇳?,50,0,127.2788184,36.5444193
23831,二쇳?,50,0,127.2787148,36.54449374
23832,二쇳?,50,0,127.2784819,36.54454083
23833,二쇳?,50,0,127.2782479,36.54463748
23834,二쇳?,50,0,127.2788662,36.54396536
23835,二쇳?,50,0,127.2788577,36.5441942
23836,二쇳?,50,0,127.240487,36.54505012
23837,二쇳?,50,0,127.2796359,36.54538828
23838,二쇳?,50,0,127.2788376,36.54491132
23839,二쇳?,50,0,127.2793901,36.54529004
23840,二쇳?,50,0,127.278542,36.54510019
23841,二쇳?,50,0,127.2791746,36.54543099
23842,二쇳?,50,0,127.2790224,36.54616009
23843,二쇳?,50,0,127.2787981,36.54598587
23844,二쇳?,50,0,127.2468367,36.54365763
23845,二쇳?,50,0,127.24711,36.54382013
23846,二쇳?,50,0,127.2463965,36.54204401
23847,二쇳?,50,0,127.2469106,36.54169729
23848,二쇳?,50,0,127.2470631,36.54157061
23849,二쇳?,50,0,127.246763,36.54157915
23850,二쇳?,50,0,127.2468189,36.54155512
23851,二쇳?,50,0,127.2471285,36.5413871
23852,二쇳?,50,0,127.2472187,36.54129557
23853,二쇳?,50,0,127.2476391,36.54021999
23854,二쇳?,50,0,127.2475645,36.54008342
23855,二쇳?,50,0,127.248505,36.54019882
23856,二쇳?,50,0,127.2486956,36.54003037
23857,二쇳?,50,0,127.2489752,36.5402301
23858,二쇳?,50,0,127.2475027,36.53986791
23859,二쇳?,50,0,127.2484733,36.53973611
23860,二쇳?,50,0,127.2400647,36.54418618
23861,二쇳?,50,0,127.2398027,36.54365203
23862,二쇳?,50,0,127.2401481,36.54381038
23863,二쇳?,50,0,127.2400789,36.54330782
23864,二쇳?,50,0,127.2401093,36.54356975
23865,二쇳?,50,0,127.2403984,36.54362153
23866,二쇳?,50,0,127.2402938,36.54346325
23867,二쇳?,50,0,127.2506052,36.5212772
23868,二쇳?,50,0,127.2408116,36.54329781
23869,二쇳?,50,0,127.2405094,36.5432534
23870,二쇳?,50,0,127.2407389,36.54315291
23871,二쇳?,50,0,127.2398664,36.54307886
23872,二쇳?,50,0,127.2398223,36.54260398
23873,二쇳?,50,0,127.2392684,36.54258202
23874,二쇳?,50,0,127.2398665,36.54192579
23875,二쇳?,50,0,127.258188,36.54441503
23876,二쇳?,50,0,127.2581839,36.54420893
23877,二쇳?,50,0,127.2577991,36.54428782
23878,二쇳?,50,0,127.2577806,36.54387197
23879,二쇳?,50,0,127.2574751,36.54349229
23880,二쇳?,50,0,127.2576283,36.5431051
23881,二쇳?,50,0,127.2580997,36.54291685
23882,二쇳?,50,0,127.2583292,36.54258798
23883,二쇳?,50,0,127.2789113,36.54878184
23884,二쇳?,50,0,127.2786318,36.54936083
23885,二쇳?,50,0,127.2788356,36.54929181
23886,二쇳?,50,0,127.2793382,36.54967647
23887,二쇳?,50,0,127.2796969,36.54944871
23888,二쇳?,50,0,127.2803386,36.54948743
23889,二쇳?,50,0,127.2793861,36.55010984
23890,二쇳?,50,0,127.2793184,36.55027028
23891,二쇳?,50,0,127.2795779,36.55072375
23892,二쇳?,50,0,127.280186,36.55035156
23893,二쇳?,50,0,127.2802078,36.55077854
23894,二쇳?,50,0,127.2817031,36.55115909
23895,二쇳?,50,0,127.282562,36.55093239
23896,二쇳?,50,0,127.282026,36.55133672
23897,二쇳?,50,0,127.2825686,36.55134119
23898,二쇳?,50,0,127.2825828,36.55157368
23899,二쇳?,50,0,127.282698,36.55180261
23900,二쇳?,50,0,127.2827908,36.55184057
23901,二쇳?,50,0,127.2830727,36.55192331
23902,二쇳?,50,0,127.2830099,36.55145611
23903,二쇳?,50,0,127.2827478,36.55133927
23904,二쇳?,50,0,127.2830403,36.55109739
23905,二쇳?,50,0,127.2830655,36.55115505
23906,二쇳?,50,0,127.283032,36.55119105
23907,二쇳?,50,0,127.2826803,36.55098767
23908,二쇳?,50,0,127.2834558,36.55067779
23909,폐가,50,0,127.2833817,36.55107431
23910,二쇳?,50,0,127.2832429,36.55084065
23911,二쇳?,50,0,127.2834055,36.55089902
23912,二쇳?,50,0,127.2833479,36.55147462
23913,二쇳?,50,0,127.2835309,36.5518475
23914,二쇳?,50,0,127.2835111,36.55167588
23915,二쇳?,50,0,127.2837823,36.55182695
23916,二쇳?,50,0,127.2836571,36.5514269
23917,二쇳?,50,0,127.284486,36.55148223
23918,二쇳?,50,0,127.2841032,36.55199203
23919,二쇳?,50,0,127.2841873,36.55202277
23920,二쇳?,50,0,127.2840601,36.55208747
23921,二쇳?,50,0,127.2838652,36.55225901
23922,二쇳?,50,0,127.2839768,36.55238896
23923,二쇳?,50,0,127.2844456,36.55269683
23924,二쇳?,50,0,127.284712,36.55263565
23925,二쇳?,50,0,127.2841664,36.55147115
23926,二쇳?,50,0,127.2842692,36.55163525
23927,二쇳?,50,0,127.2844864,36.55161652
23928,二쇳?,50,0,127.2847825,36.55150578
23929,二쇳?,50,0,127.285033,36.55147941
23930,二쇳?,50,0,127.2850944,36.55161259
23931,二쇳?,50,0,127.2864454,36.55130591
23932,二쇳?,50,0,127.2865016,36.5513038
23933,二쇳?,50,0,127.2862776,36.55017083
23934,二쇳?,50,0,127.2531233,36.51880117
23935,二쇳?,50,0,127.2862983,36.55002536
23936,二쇳?,50,0,127.2871719,36.55033039
23937,二쇳?,50,0,127.2870515,36.54903594
23938,二쇳?,50,0,127.2318215,36.54078023
23939,二쇳?,50,0,127.2288386,36.5348436
23940,二쇳?,50,0,127.2379582,36.53597105
23941,二쇳?,50,0,127.2471756,36.5478244
23942,二쇳?,50,0,127.2466922,36.5485799
23943,二쇳?,50,0,127.2472039,36.5482122
23944,二쇳?,50,0,127.246359,36.54862264
23945,二쇳?,50,0,127.246715,36.54907624
23946,二쇳?,50,0,127.2457893,36.54863935
23947,二쇳?,50,0,127.2450241,36.54804363
23948,二쇳?,50,0,127.2448059,36.548078
23949,二쇳?,50,0,127.2446911,36.5482939
23950,二쇳?,50,0,127.2442746,36.54708949
23951,二쇳?,50,0,127.2502596,36.51985956
23952,二쇳?,50,0,127.2442245,36.54701096
23953,二쇳?,50,0,127.2444441,36.54822244
23954,二쇳?,50,0,127.2450743,36.5476743
23955,二쇳?,50,0,127.2448064,36.54774124
23956,二쇳?,50,0,127.2425861,36.54945713
23957,二쇳?,50,0,127.2429582,36.54956049
23958,二쇳?,50,0,127.2426098,36.5497583
23959,二쇳?,50,0,127.2441542,36.54738297
23960,二쇳?,50,0,127.244531,36.54655612
23961,二쇳?,50,0,127.2435747,36.54435346
23962,二쇳?,50,0,127.2369741,36.54549367
23963,二쇳?,50,0,127.2343779,36.55009188
23964,二쇳?,50,0,127.2345052,36.55002468
23965,二쇳?,50,0,127.2323858,36.55104188
23966,二쇳?,50,0,127.2348775,36.54996825
23967,二쇳?,50,0,127.2353824,36.54999866
23968,二쇳?,50,0,127.234217,36.55050501
23969,二쇳?,50,0,127.2335877,36.5506811
23970,二쇳?,50,0,127.2337255,36.55187534
23971,二쇳?,50,0,127.2336538,36.55181223
23972,二쇳?,50,0,127.233394,36.55190527
23973,二쇳?,50,0,127.2331124,36.55195697
23974,二쇳?,50,0,127.2330712,36.55205908
23975,二쇳?,50,0,127.2327027,36.55261938
23976,二쇳?,50,0,127.2326507,36.55272814
23977,二쇳?,50,0,127.2327493,36.55268228
23978,二쇳?,50,0,127.2326895,36.55184925
23979,二쇳?,50,0,127.2557393,36.54296098
23980,二쇳?,50,0,127.2558198,36.54275898
23981,二쇳?,50,0,127.2555969,36.54255606
23982,二쇳?,50,0,127.256095,36.54263324
23983,二쇳?,50,0,127.256238,36.54250405
23984,二쇳?,50,0,127.2562445,36.54212185
23985,二쇳?,50,0,127.2570196,36.54204151
23986,二쇳?,50,0,127.2572923,36.54090322
23987,二쇳?,50,0,127.2480411,36.46003307
23988,二쇳?,50,0,127.25869,36.55196149
23989,二쇳?,50,0,127.2763627,36.54984916
23990,二쇳?,50,0,127.2773072,36.55104611
23991,二쇳?,50,0,127.2806304,36.55359191
23992,二쇳?,50,0,127.2808812,36.55351924
23993,二쇳?,50,0,127.2807891,36.55355134
23994,二쇳?,50,0,127.2783559,36.54478546
23995,二쇳?,50,0,127.2783654,36.54618715
23996,二쇳?,50,0,127.2750996,36.54440478
23997,二쇳?,50,0,127.2754109,36.54454401
23998,二쇳?,50,0,127.2755465,36.5445884
23999,二쇳?,50,0,127.2757542,36.54460772
24000,二쇳?,50,0,127.2759617,36.54456456
24001,二쇳?,50,0,127.2767304,36.54383589
24002,二쇳?,50,0,127.2765736,36.54388354
24003,二쇳?,50,0,127.2765832,36.54450125
24004,二쇳?,50,0,127.2768,36.5445331
24005,二쇳?,50,0,127.2765895,36.54467185
24006,二쇳?,50,0,127.2762825,36.54475931
24007,二쇳?,50,0,127.2760392,36.54495427
24008,二쇳?,50,0,127.2755051,36.54498863
24009,二쇳?,50,0,127.2757047,36.54477411
24010,二쇳?,50,0,127.2755365,36.54477996
24011,二쇳?,50,0,127.2753587,36.54480938
24012,二쇳?,50,0,127.275172,36.54477289
24013,二쇳?,50,0,127.2770865,36.54427527
24014,二쇳?,50,0,127.2773595,36.54434734
24015,二쇳?,50,0,127.2660519,36.55182966
24016,二쇳?,50,0,127.2529884,36.51702184
24017,단독주택,50,0,127.2531073,36.51734316
24018,二쇳?,50,0,127.2772132,36.54417691
24019,二쇳?,50,0,127.2773905,36.54396144
24020,二쇳?,50,0,127.2774462,36.5439076
24021,二쇳?,50,0,127.2773322,36.54389991
24022,二쇳?,50,0,127.2775646,36.54430738
24023,二쇳?,50,0,127.2777126,36.54426754
24024,二쇳?,50,0,127.2779714,36.54417933
24025,二쇳?,50,0,127.2778629,36.54434172
24026,二쇳?,50,0,127.2783768,36.54437576
24027,二쇳?,50,0,127.2779807,36.54448452
24028,二쇳?,50,0,127.2778158,36.54499847
24029,二쇳?,50,0,127.1962542,36.67620616
24030,二쇳?,50,0,127.2518543,36.51994221
24031,二쇳?,50,0,127.2779537,36.54564068
24032,二쇳?,50,0,127.2780194,36.54538916
24033,二쇳?,50,0,127.2781383,36.54528555
24034,二쇳?,50,0,127.2782058,36.54548756
24035,二쇳?,50,0,127.2783819,36.54530569
24036,二쇳?,50,0,127.2784037,36.54505775
24037,二쇳?,50,0,127.2778801,36.54583017
24038,二쇳?,50,0,127.2780401,36.5457067
24039,二쇳?,50,0,127.2781019,36.54583227
24040,二쇳?,50,0,127.2518941,36.51521445
24041,二쇳?,50,0,127.2776777,36.54600779
24042,二쇳?,50,0,127.2778221,36.546216
24043,二쇳?,50,0,127.2775572,36.54590594
24044,二쇳?,50,0,127.2773567,36.54599497
24045,二쇳?,50,0,127.2774657,36.54610803
24046,二쇳?,50,0,127.2784739,36.54580439
24047,二쇳?,50,0,127.2782861,36.546005
24048,二쇳?,50,0,127.2782444,36.5462877
24049,二쇳?,50,0,127.2791659,36.54656474
24050,二쇳?,50,0,127.2783305,36.54706282
24051,二쇳?,50,0,127.2785577,36.54749437
24052,二쇳?,50,0,127.2782629,36.54750799
24053,二쇳?,50,0,127.2784295,36.54769658
24054,二쇳?,50,0,127.2782442,36.5477642
24055,二쇳?,50,0,127.2782624,36.54796205
24056,二쇳?,50,0,127.2771333,36.54812608
24057,二쇳?,50,0,127.2778772,36.54806279
24058,二쇳?,50,0,127.2779456,36.54817787
24059,二쇳?,50,0,127.2780405,36.54831007
24060,二쇳?,50,0,127.2784374,36.54798159
24061,二쇳?,50,0,127.2781721,36.54812274
24062,二쇳?,50,0,127.2782043,36.54820323
24063,二쇳?,50,0,127.2796364,36.54781157
24064,二쇳?,50,0,127.2796282,36.54799309
24065,二쇳?,50,0,127.2796117,36.54817961
24066,二쇳?,50,0,127.2799069,36.54851015
24067,二쇳?,50,0,127.2795094,36.54836026
24068,二쇳?,50,0,127.279891,36.54835424
24069,二쇳?,50,0,127.2796365,36.54847498
24070,二쇳?,50,0,127.2794973,36.54851914
24071,二쇳?,50,0,127.2794175,36.5484376
24072,二쇳?,50,0,127.2798875,36.54811711
24073,二쇳?,50,0,127.2799085,36.54779671
24074,二쇳?,50,0,127.2796329,36.5483482
24075,二쇳?,50,0,127.2801268,36.54781214
24076,二쇳?,50,0,127.2815049,36.54859626
24077,二쇳?,50,0,127.2801203,36.54797444
24078,二쇳?,50,0,127.2801256,36.54812803
24079,二쇳?,50,0,127.2803371,36.54780028
24080,二쇳?,50,0,127.280351,36.54760478
24081,二쇳?,50,0,127.2803542,36.54745394
24082,二쇳?,50,0,127.2801251,36.54752938
24083,二쇳?,50,0,127.2805995,36.5476743
24084,二쇳?,50,0,127.2805935,36.54784845
24085,二쇳?,50,0,127.2805978,36.5479879
24086,우리동산,50,0,127.2806009,36.54812616
24087,二쇳?,50,0,127.2782287,36.54869331
24088,二쇳?,50,0,127.2782557,36.5483271
24089,二쇳?,50,0,127.2781582,36.54845451
24090,二쇳?,50,0,127.2786459,36.54977886
24091,二쇳?,50,0,127.278616,36.54996155
24092,二쇳?,50,0,127.2788648,36.55014028
24093,二쇳?,50,0,127.2787504,36.54990232
24094,二쇳?,50,0,127.2777114,36.55003077
24095,二쇳?,50,0,127.2778614,36.5507747
24096,二쇳?,50,0,127.2777717,36.55102613
24097,二쇳?,50,0,127.2778691,36.55199542
24098,二쇳?,50,0,127.2769492,36.55366672
24099,二쇳?,50,0,127.2766731,36.55364447
24100,골드리버빌1,50,0,127.2760693,36.55369691
24101,골드리버빌4,50,0,127.276245,36.5538648
24102,골드리버빌2,50,0,127.2758832,36.55382345
24103,골드리버빌3,50,0,127.2760768,36.5540211
24104,二쇳?,50,0,127.2768184,36.55401866
24105,二쇳?,50,0,127.2769511,36.55408453
24106,二쇳?,50,0,127.2767196,36.55390683
24107,二쇳?,50,0,127.2768577,36.55373807
24108,二쇳?,50,0,127.2766858,36.55376389
24109,고향마을A,50,0,127.2765503,36.5543821
24110,고향마을B,50,0,127.2763696,36.5542901
24111,고향마을D,50,0,127.2761696,36.55443786
24112,고향마을C,50,0,127.2760813,36.55424796
24113,二쇳?,50,0,127.2685611,36.54417725
24114,二쇳?,50,0,127.2737945,36.54307605
24115,二쇳?,50,0,127.2738956,36.54323558
24116,二쇳?,50,0,127.2692623,36.54470885
24117,二쇳?,50,0,127.2695014,36.54458642
24118,二쇳?,50,0,127.2700112,36.54440714
24119,二쇳?,50,0,127.2702598,36.5443136
24120,二쇳?,50,0,127.2621563,36.54509632
24121,二쇳?,50,0,127.2549895,36.5447518
24122,二쇳?,50,0,127.255017,36.54487835
24123,二쇳?,50,0,127.2426826,36.54008548
24124,二쇳?,50,0,127.2411127,36.54074203
24125,二쇳?,50,0,127.2407016,36.54506246
24126,二쇳?,50,0,127.2440576,36.54330681
24127,二쇳?,50,0,127.2405433,36.54507884
24128,二쇳?,50,0,127.2388227,36.54515219
24129,二쇳?,50,0,127.237646,36.54437401
24130,二쇳?,50,0,127.2374693,36.54447915
24131,二쇳?,50,0,127.2381592,36.5434643
24132,二쇳?,50,0,127.2377508,36.54304876
24133,二쇳?,50,0,127.238702,36.5429089
24134,二쇳?,50,0,127.2385103,36.54175678
24135,二쇳?,50,0,127.2387863,36.54232383
24136,二쇳?,50,0,127.2371018,36.54416207
24137,二쇳?,50,0,127.2354414,36.54254903
24138,二쇳?,50,0,127.2351491,36.54214205
24139,二쇳?,50,0,127.2327794,36.54245878
24140,二쇳?,50,0,127.2325383,36.54248116
24141,二쇳?,50,0,127.2325161,36.54207221
24142,二쇳?,50,0,127.2324962,36.54214479
24143,二쇳?,50,0,127.2320569,36.54201225
24144,二쇳?,50,0,127.2318954,36.5419345
24145,二쇳?,50,0,127.2310396,36.54139367
24146,二쇳?,50,0,127.2314501,36.5417992
24147,二쇳?,50,0,127.2284394,36.54141949
24148,二쇳?,50,0,127.228623,36.54130439
24149,二쇳?,50,0,127.2302249,36.54205748
24150,二쇳?,50,0,127.2306205,36.54213039
24151,二쇳?,50,0,127.2309173,36.54288121
24152,二쇳?,50,0,127.230799,36.54288655
24153,二쇳?,50,0,127.229669,36.54183209
24154,二쇳?,50,0,127.2293988,36.54183747
24155,二쇳?,50,0,127.2291571,36.54183087
24156,二쇳?,50,0,127.2293371,36.54198389
24157,二쇳?,50,0,127.2293028,36.54213489
24158,二쇳?,50,0,127.2247952,36.54318229
24159,二쇳?,50,0,127.2245905,36.54219188
24160,二쇳?,50,0,127.2254328,36.54232483
24161,二쇳?,50,0,127.2197992,36.54257165
24162,二쇳?,50,0,127.2223905,36.54438042
24163,二쇳?,50,0,127.222502,36.54454807
24164,二쇳?,50,0,127.2225699,36.5447467
24165,二쇳?,50,0,127.221808,36.54431249
24166,二쇳?,50,0,127.2217607,36.54444434
24167,二쇳?,50,0,127.2232685,36.54530897
24168,二쇳?,50,0,127.2233761,36.54536749
24169,二쇳?,50,0,127.2214414,36.54505231
24170,二쇳?,50,0,127.2207505,36.54565189
24171,二쇳?,50,0,127.2205213,36.54619086
24172,二쇳?,50,0,127.220613,36.54626391
24173,二쇳?,50,0,127.2709959,36.53588631
24174,二쇳?,50,0,127.2209011,36.5467222
24175,二쇳?,50,0,127.2732391,36.53847781
24176,二쇳?,50,0,127.2822027,36.53221654
24177,二쇳?,50,0,127.2866894,36.52904716
24178,二쇳?,50,0,127.2879377,36.52956662
24179,二쇳?,50,0,127.2877582,36.52971962
24180,二쇳?,50,0,127.2675939,36.54823297
24181,二쇳?,50,0,127.2646857,36.54985282
24182,二쇳?,50,0,127.276008,36.55209075
24183,二쇳?,50,0,127.2742949,36.554251
24184,二쇳?,50,0,127.2747263,36.55496582
24185,에코빌 1동,50,0,127.2749856,36.55494247
24186,에코빌,50,0,127.2747733,36.5547967
24187,에코빌 3동,50,0,127.2749949,36.55472651
24188,에코빌 5동,50,0,127.2751925,36.55471859
24189,에코빌 6동,50,0,127.2747303,36.55455652
24190,에코빌,50,0,127.2747247,36.55435135
24191,에코빌리지 7동,50,0,127.2749908,36.55441456
24192,에코빌 8동,50,0,127.2752049,36.55441627
24193,에코빌,50,0,127.2749936,36.55418789
24194,에코빌리지 11동,50,0,127.2752082,36.55418947
24195,에코빌 13동,50,0,127.2749599,36.55392274
24196,에코빌리지 14동,50,0,127.2751984,36.5539562
24197,二쇳?,50,0,127.2753143,36.55361984
24198,노산캐슬우정,50,0,127.2753698,36.55491872
24199,노산캐슬야망,50,0,127.2755208,36.55488663
24200,동궁빌,50,0,127.2757485,36.55482303
24201,풀하우스,50,0,127.2759525,36.55477565
24202,엘림하우스,50,0,127.276142,36.55474724
24203,대명빌,50,0,127.2763017,36.55468866
24204,해뜰참,50,0,127.2764742,36.55460803
24205,二쇳?,50,0,127.2803169,36.5462959
24206,二쇳?,50,0,127.3108735,36.54638804
24207,二쇳?,50,0,127.3108634,36.54605779
24208,二쇳?,50,0,127.3107999,36.54600774
24209,二쇳?,50,0,127.3124725,36.57999625
24210,二쇳?,50,0,127.3118021,36.57979287
24211,二쇳?,50,0,127.3099624,36.57988014
24212,二쇳?,50,0,127.3105712,36.57562928
24213,二쇳?,50,0,127.3105267,36.57659031
24214,二쇳?,50,0,127.3109439,36.57574131
24215,二쇳?,50,0,127.3109951,36.57604463
24216,二쇳?,50,0,127.308667,36.57602486
24217,二쇳?,50,0,127.3088913,36.57343693
24218,二쇳?,50,0,127.3091472,36.57091635
24219,二쇳?,50,0,127.3078459,36.56788962
24220,二쇳?,50,0,127.3067889,36.56576953
24221,二쇳?,50,0,127.3060894,36.56339834
24222,二쇳?,50,0,127.3056232,36.55935152
24223,二쇳?,50,0,127.3022268,36.55267295
24224,二쇳?,50,0,127.3289915,36.56952343
24225,二쇳?,50,0,127.3290744,36.569899
24226,二쇳?,50,0,127.3294884,36.56964007
24227,二쇳?,50,0,127.3293806,36.57011075
24228,二쇳?,50,0,127.3295238,36.5706621
24229,二쇳?,50,0,127.3296932,36.57045137
24230,二쇳?,50,0,127.3299968,36.56998808
24231,二쇳?,50,0,127.3297281,36.56991519
24232,二쇳?,50,0,127.3298906,36.56960601
24233,二쇳?,50,0,127.3303472,36.56975431
24234,二쇳?,50,0,127.3301202,36.57024616
24235,二쇳?,50,0,127.3305717,36.56999884
24236,二쇳?,50,0,127.3305559,36.57055416
24237,二쇳?,50,0,127.3308661,36.57073229
24238,二쇳?,50,0,127.3299543,36.5706358
24239,二쇳?,50,0,127.3302519,36.57060442
24240,二쇳?,50,0,127.3307237,36.57078618
24241,二쇳?,50,0,127.3306433,36.57082791
24242,二쇳?,50,0,127.3306959,36.57114599
24243,二쇳?,50,0,127.3264658,36.57189549
24244,二쇳?,50,0,127.3270302,36.57179479
24245,二쇳?,50,0,127.3272166,36.57223197
24246,二쇳?,50,0,127.3269005,36.57251574
24247,二쇳?,50,0,127.3264664,36.57224244
24248,二쇳?,50,0,127.3265029,36.57215008
24249,二쇳?,50,0,127.3265449,36.57247547
24250,二쇳?,50,0,127.3267877,36.57271963
24251,二쇳?,50,0,127.3266535,36.57279504
24252,二쇳?,50,0,127.3270771,36.5723332
24253,二쇳?,50,0,127.3273784,36.57260011
24254,二쇳?,50,0,127.2927748,36.59995596
24255,二쇳?,50,0,127.3274647,36.57231433
24256,二쇳?,50,0,127.3280679,36.57289927
24257,二쇳?,50,0,127.3281947,36.57331523
24258,二쇳?,50,0,127.3239213,36.5713425
24259,二쇳?,50,0,127.3241776,36.57093414
24260,二쇳?,50,0,127.3245963,36.57092566
24261,二쇳?,50,0,127.2507458,36.50802555
24262,二쇳?,50,0,127.2475649,36.51984997
24263,二쇳?,50,0,127.324626,36.57064536
24264,二쇳?,50,0,127.3243862,36.57033961
24265,二쇳?,50,0,127.3242598,36.57022038
24266,二쇳?,50,0,127.3237738,36.57029931
24267,二쇳?,50,0,127.3239449,36.57024459
24268,二쇳?,50,0,127.3247508,36.57027516
24269,二쇳?,50,0,127.3247654,36.56999006
